custorm_id,latitude,longitude,create_time
201804,120.1366301,30.2049024,2018-03-28 10:50:00
201804,120.1715575,30.2458473,2018-03-29 12:31:00
201804,120.1897989,30.1955099,2018-03-29 09:26:00
201804,120.1986376,30.2413672,2018-03-27 18:20:00
201804,120.1473287,30.2673917,2018-03-29 12:21:00
201804,120.1989767,30.2415966,2018-03-27 07:44:00
201804,120.2042008,30.2040174,2018-03-25 09:30:00
201804,120.1707581,30.2244473,2018-03-27 22:40:00
201804,120.2073296,30.1978848,2018-03-28 10:34:00
201804,120.1707581,30.2244473,2018-03-26 19:10:00
201804,120.2060581,30.1999803,2018-03-28 10:26:00
201804,120.1713555,30.2147655,2018-03-28 10:42:00
201804,120.2211903,30.2246531,2018-03-26 07:42:00
201804,120.1715585,30.2573483,2018-03-29 09:44:00
201804,120.20649,30.1976467,2018-03-26 19:18:00
201804,120.1716557,30.2271458,2018-03-31 09:42:00
201804,120.2101161,30.2022262,2018-03-31 13:01:00
201804,,,2018-03-28 14:55:00
201804,120.1952393,30.1943629,2018-03-28 10:36:00
201804,120.1413449,30.2776016,2018-03-29 12:16:00
201804,120.1689821,30.327221,2018-03-31 15:32:00
201804,120.1897989,30.1955099,2018-03-31 09:35:00
201804,120.1897989,30.1955099,2018-03-27 21:50:00
201804,120.1735216,30.2456736,2018-03-27 21:57:00
201804,120.1689821,30.327221,2018-03-31 14:50:00
201804,120.2060581,30.1999803,2018-03-26 07:31:00
201804,120.1897989,30.1955099,2018-03-25 12:53:00
201804,120.1703694,30.2254681,2018-03-25 13:10:00
201804,120.1909955,30.1956078,2018-03-27 22:45:00
201804,120.220432,30.225424,2018-03-27 18:25:00
201804,120.1731527,30.2458443,2018-03-27 22:38:00
201804,120.1716557,30.2271458,2018-03-27 21:54:00
201804,120.2059861,30.2003367,2018-03-27 18:36:00
201804,120.2140698,30.2040174,2018-03-31 16:11:00
201804,120.2003026,30.202243,2018-03-25 10:22:00
201804,120.2245396,30.2219563,2018-03-27 07:37:00
201804,120.2020496,30.2071881,2018-03-25 16:12:00
201804,120.2011017,30.2520539,2018-03-31 15:59:00
201804,120.1990565,30.2423265,2018-03-31 14:25:00
201804,120.2101161,30.2022262,2018-03-31 16:12:00
201804,120.1689821,30.327221,2018-03-31 14:50:00
201804,120.1689821,30.327221,2018-03-31 15:32:00
201804,120.2227968,30.2231512,2018-03-31 16:05:00
201804,120.2060581,30.1999803,2018-03-25 09:25:00
201804,120.2030512,30.1965655,2018-03-28 10:35:00
201804,120.2102229,30.19897,2018-03-28 10:34:00
201804,120.1889436,30.2050777,2018-03-25 15:03:00
201804,120.2025718,30.2029186,2018-03-25 10:23:00
201804,120.1717983,30.1909983,2018-03-25 13:56:00
201804,120.1783158,30.195556,2018-03-25 14:02:00
201804,120.1997856,30.2100308,2018-03-25 16:07:00
201804,120.1989767,30.2415966,2018-03-26 07:48:00
201804,120.1777222,30.1941501,2018-03-27 07:37:00
201804,120.2158981,30.2086034,2018-03-27 07:26:00
201804,,,2018-03-27 07:38:00
201804,120.2174863,30.2098549,2018-03-27 18:30:00
201804,120.1359524,30.2135037,2018-03-28 14:50:00
201804,120.1700648,30.2788031,2018-03-29 09:55:00
201804,120.1587961,30.2564716,2018-03-29 12:27:00
201804,120.1689683,30.2817554,2018-03-29 09:54:00
201804,120.2059861,30.2003367,2018-03-31 13:03:00
201804,120.1994752,30.2407057,2018-03-31 16:02:00
201804,120.2158981,30.2086034,2018-03-31 14:13:00
201804,120.1933,30.3292459,2018-03-31 14:42:00
201804,120.2211903,30.2246531,2018-03-31 14:18:00
201804,120.19579,30.2953072,2018-03-31 14:38:00
201804,120.1548592,30.2788605,2018-03-29 09:58:00
201804,120.1909955,30.1956078,2018-03-29 12:39:00
201804,120.1696661,30.2799539,2018-03-29 09:51:00
201804,120.1505199,30.2637863,2018-03-29 12:23:00
201804,120.1933,30.3292459,2018-03-31 15:41:00
201804,120.2227968,30.2231512,2018-03-31 12:46:00
201804,120.2059861,30.2003367,2018-03-31 16:15:00
201804,120.2174863,30.2098549,2018-03-31 16:10:00
201804,120.2024816,30.2031699,2018-03-25 09:31:00
201804,120.2001403,30.2025188,2018-03-25 09:31:00
201804,120.1739842,30.1885779,2018-03-25 13:55:00
201804,120.1897989,30.1955099,2018-03-28 10:38:00
201804,120.1715575,30.2458473,2018-03-25 13:45:00
201804,120.1707581,30.2239472,2018-03-25 13:07:00
201804,120.2140698,30.2040174,2018-03-31 12:59:00
201804,120.2140698,30.2040174,2018-03-31 12:59:00
